"pos","freq_count","maf_mean","pop_freq"
"21987","107225","0.3294995821496482","0.1507542280778959"
"25202","62369","0.30491252022358944","0.08768841642331815"
"26715","46922","0.19901333419878975","0.06597052823381704"
"26714","31566","0.18873681881569598","0.044380582546112025"
"26720","17175","0.18498530011309997","0.024147389762069125"
"26721","12728","0.1923720484583347","0.017895078712757837"
"121","11257","0.2550514372980175","0.015826909260646994"
"24410","9481","0.40369104502477776","0.013329921533285436"
"28461","8196","0.40218044010344417","0.011523260930999625"
"7328","7922","0.4034200008586368","0.011138027464053077"
"3877","7768","0.3857038482533881","0.01092150938409042"
"11082","7548","0.2228415170468708","0.010612197841286624"
"29052","7261","0.19558002526617038","0.01020868687408349"
"6697","6886","0.19670792730890307","0.009681451289758836"
"29144","6829","0.3546200609366913","0.009601311480941488"
"12422","6752","0.41479547077243595","0.009493052440960159"
"11075","6143","0.24839494319631522","0.008636821852016922"
"15763","6005","0.4011332333838458","0.00844279915698545"
"26","5208","0.23883961514364963","0.007322247795100786"
"11124","5162","0.4230770553772981","0.007257573563423629"
"24389","5103","0.47118147226325124","0.007174621831489883"
"11332","4945","0.33064348781414166","0.00695247990529443"
"19220","4785","0.32758562260050644","0.006727526055982577"
"27752","4722","0.3917612352939303","0.006638950477816035"
"4181","4603","0.2962895807577102","0.006471641052390346"
"27507","4355","0.3157071917575312","0.006122962585956975"
"17040","4090","0.31841053480061804","0.00575038277303422"
"23277","4073","0.39853889902297696","0.005726481426544835"
"11083","4023","0.29052211760106866","0.005656183348634882"
"4992","3987","0.23699527894543493","0.005605568732539715"
"4994","3982","0.2370406664280668","0.0055985389247487196"
"4989","3953","0.236985548566253","0.005557766039560946"
"23604","3856","0.22952286766389446","0.005421387768415636"
"28881","3577","0.31875118103128725","0.0050291244936780935"
"22995","3414","0.32786862528168886","0.004799952759691644"
"3037","3398","0.3080312672967598","0.004777457374760459"
"20891","3377","0.4319978199010623","0.004747932182038278"
"9053","3371","0.3208195437614411","0.0047394964126890845"
"8986","3355","0.3166700477487292","0.0047170010277578995"
"14408","3278","0.37327836207926185","0.00460874198777657"
"17236","3275","0.30857003701006297","0.004604524103101973"
"28916","3265","0.3443528941065143","0.0045904644875199825"
"6040","3198","0.2991657042440856","0.004496265063120644"
"11201","3179","0.32387230059429617","0.004469551793514862"
"22227","3138","0.34884866187849595","0.0044119073696287"
"26107","3129","0.3426975164514855","0.004399253715604908"
"21846","3128","0.314988370833583","0.004397847754046709"
"6402","3106","0.32989220689024007","0.004366916599766329"
"29700","3042","0.29525328572919096","0.004276935060041588"
"28271","3028","0.3845566625564021","0.0042572515982268015"
"25469","2984","0.2855965182921721","0.004195389289666042"
"14014","2964","0.30644478396816943","0.004167270058502061"
"7926","2737","0.29919322502896095","0.0038481167847908703"
"27874","2665","0.33390423506247263","0.003746887552600537"
"15451","2656","0.31540385751089417","0.003734233898576745"
"11418","2655","0.2994117998744176","0.003732827937018546"
"28247","2638","0.41138821699467293","0.0037089265905291616"
"16466","2549","0.3528153517280261","0.003583796011849444"
"29710","2445","0.4392964128437684","0.00343757600979674"
"16555","2370","0.2610561801963132","0.0033321288929318094"
"24208","2294","0.29682477482568365","0.00322527581450868"
"7851","2219","0.3297638062882047","0.003119828697643749"
"22917","2142","0.24628652530877765","0.00301156965766242"
"23116","2125","0.3135298526226468","0.002987668311173036"
"13019","2123","0.3327633687004444","0.0029848563880566377"
"29050","2115","0.29502962440694785","0.0029736086955910452"
"26767","2086","0.3504452874474421","0.002932835810403272"
"7124","2042","0.32541965345315027","0.0028709735018425126"
"29509","2028","0.30754407662435984","0.0028512900400277257"
"27638","2027","0.29615997034397057","0.0028498840784695265"
"29402","2011","0.33142691527394186","0.0028273886935383415"
"16726","1993","0.3017190430868766","0.002802081385490758"
"11456","1938","0.29497501240121","0.002724753499789809"
"15240","1936","0.34083524627649775","0.0027219415766734107"
"1814","1933","0.21064439150181805","0.0027177236919988133"
"9891","1928","0.3080884505242017","0.002710693884207818"
"21575","1893","0.28611546521626896","0.0026614852296708504"
"10029","1872","0.3318198489507171","0.00263196003694867"
"25352","1809","0.3497027397511077","0.002543384458782128"
"635","1756","0.2642126554048363","0.002468868496197577"
"8247","1744","0.20763819554233656","0.002451996957499188"
"5659","1742","0.32414234317865614","0.00244918503438279"
"18657","1724","0.361730447357799","0.0024238777263352065"
"5184","1685","0.3279691038208458","0.002369045225565443"
"25614","1620","0.335756026110103","0.0022776577242825027"
"234","1609","0.3731295114425582","0.0022621921471423128"
"28073","1578","0.31141197147406263","0.0022186073388381416"
"9559","1570","0.3163126035833727","0.0022073596463725487"
"1499","1554","0.18031470712965836","0.0021848642614413637"
"5646","1545","0.3214703984726922","0.002172210607417572"
"23284","1544","0.29123114667369354","0.002170804645859373"
"1503","1519","0.18103019900653228","0.002135655606904396"
"5650","1516","0.3230730335289017","0.002131437722229799"
"6638","1437","0.3038200878260969","0.002020366759132072"
"1500","1428","0.17825033116198674","0.00200771310510828"
"12506","1422","0.2115997561713475","0.0019992773357590857"
"11514","1414","0.29524901986823765","0.0019880296432934932"
"23403","1404","0.3499523890059435","0.001973970027711502"
"28299","1401","0.30259873184943337","0.001969752143036905"
"15952","1400","0.3181817387992067","0.001968346181478706"
"24130","1379","0.30957770227054426","0.0019388209887565254"
"28272","1366","0.2821175080125585","0.0019205434884999374"
"15","1353","0.45022073058696654","0.0019022659882433496"
"17940","1326","0.18215861016047788","0.0018643050261719744"
"515","1301","0.2925068404236731","0.0018291559872169974"
"21618","1290","0.3773827699081885","0.0018136904100768078"
"18744","1289","0.30058644543344465","0.0018122844485186087"
"28280","1270","0.281791818230069","0.001785571178912826"
"22928","1265","0.23951145959473868","0.0017785413711218308"
"21570","1263","0.22717092473729353","0.0017757294480054326"
"23118","1260","0.19720486106275628","0.0017715115633308355"
"210","1259","0.3514781675542888","0.0017701056017726364"
"28007","1244","0.3151289784933278","0.0017490161783996502"
"28281","1243","0.2839539192613855","0.0017476102168414512"
"5584","1232","0.34298396475723103","0.0017321446397012613"
"29742","1223","0.3236037035663967","0.0017194909856774695"
"10644","1208","0.21597505825001964","0.0016984015623044836"
"1508","1187","0.1792380976626947","0.0016688763695823028"
"29360","1184","0.2470063977511998","0.0016646584849077056"
"16381","1171","0.3031507147430879","0.0016463809846511176"
"1048","1156","0.30743625509281564","0.0016252915612781315"
"27657","1140","0.20676907799912142","0.0016027961763469462"
"27527","1138","0.3588562337601664","0.0015999842532305481"
"5819","1134","0.1998204969238149","0.0015943604069977519"
"27291","1122","0.296112480304088","0.001577488868299363"
"28311","1110","0.2924846112453228","0.0015606173296009742"
"19984","1100","0.26542417431313325","0.0015465577140189833"
"1820","1086","0.2757254794592208","0.0015268742522041962"
"4237","1079","0.31078187049403194","0.0015170325212968028"
"2832","1061","0.39703545079019276","0.0014917252132492192"
"241","1058","0.38100671899124444","0.001487507328574622"
"11537","1055","0.3534521773675928","0.0014832894439000249"
"17122","1053","0.3081116507659408","0.0014804775207836267"
"28883","1039","0.30446028135265746","0.0014607940589688396"
"23525","1038","0.3044856197340484","0.0014593880974106406"
"28882","1037","0.3061201113283795","0.0014579821358524415"
"1510","1027","0.1856206828094419","0.0014439225202704507"
"28282","1016","0.30454204924862405","0.001428456943130261"
"24928","1004","0.30223502658721485","0.001411585404431872"
"5817","1000","0.20146589723248878","0.0014059615581990758"
"25339","983","0.3212169615764606","0.0013820602117096915"
"21765","968","0.32192367273273215","0.0013609707883367054"
"1267","967","0.3171436734965406","0.0013595648267785063"
"28432","943","0.30458132989199405","0.0013258217493817284"
"28263","936","0.28656673350820655","0.001315980018474335"
"24469","920","0.3146297469949262","0.0012934846335431497"
"25702","920","0.3396776682914339","0.0012934846335431497"
"2083","886","0.3367067743619042","0.0012456819405643812"
"22028","879","0.35300285984564495","0.0012358402096569875"
"25584","866","0.3170041910026807","0.0012175627094003995"
"26458","864","0.24902625262371958","0.0012147507862840014"
"8022","864","0.40883305779314966","0.0012147507862840014"
"517","861","0.28376199037250455","0.0012105329016094042"
"26766","855","0.35924094267906337","0.0012020971322602098"
"25521","855","0.2865116440828374","0.0012020971322602098"
"11562","841","0.3443593313489728","0.0011824136704454227"
"15212","829","0.2695921141108195","0.0011655421317470337"
"28253","827","0.3883650024942865","0.0011627302086306356"
"11285","826","0.26885487550396714","0.0011613242470724365"
"24933","815","0.26982320892777434","0.0011458586699322466"
"18279","814","0.24924288328052235","0.0011444527083740476"
"25710","811","0.380529976822327","0.0011402348236994504"
"21762","806","0.3163800333623176","0.001133205015908455"
"21811","806","0.33711712781689157","0.001133205015908455"
"10606","805","0.22791521934188144","0.001131799054350256"
"18465","802","0.3835379976332581","0.0011275811696756588"
"7049","786","0.29122244806187497","0.0011050857847444736"
"29253","784","0.29918322542280984","0.0011022738616280753"
"27807","782","0.3201036018847974","0.0010994619385116772"
"26780","780","0.2112537050156197","0.001096650015395279"
"13195","777","0.32086258749991553","0.0010924321307206818"
"26530","775","0.3682989574762617","0.0010896202076042837"
"18360","769","0.3113871716388834","0.0010811844382550891"
"526","763","0.30448221642852863","0.0010727486689058948"
"19152","757","0.21047189466427682","0.0010643128995567004"
"28657","757","0.28869789200005996","0.0010643128995567004"
"10323","748","0.2941913887530254","0.0010516592455329086"
"23202","746","0.3064078905664067","0.0010488473224165105"
"4529","741","0.22009134694096416","0.0010418175146255152"
"1191","741","0.2810943341722411","0.0010418175146255152"
"24503","740","0.32099729324811305","0.001040411553067316"
"27604","730","0.3366310880983711","0.0010263519374853253"
"11072","726","0.19780276906700697","0.001020728091252529"
"2334","726","0.19776888316408175","0.001020728091252529"
"10302","725","0.21421723880342655","0.00101932212969433"
"13754","717","0.23326328962717258","0.0010080744372287372"
"27985","713","0.3063042750697439","0.001002450590995941"
"26270","688","0.3265778891346705","9.673015520409641E-4"
"835","682","0.2969271221388716","9.588657826917696E-4"
"21102","679","0.23875264056882003","9.546478980171724E-4"
"28093","675","0.34186658655300717","9.490240517843761E-4"
"3948","675","0.31426629462577643","9.490240517843761E-4"
"25563","673","0.29443745614455796","9.46212128667978E-4"
"25798","666","0.22032992034198498","9.363703977605844E-4"
"1059","663","0.2975444461922031","9.321525130859872E-4"
"18255","658","0.3410872221564903","9.251227052949918E-4"
"27132","655","0.23439316318193498","9.209048206203946E-4"
"26681","651","0.2850226842491228","9.152809743875983E-4"
"5498","639","0.20747468082243717","8.984094356892094E-4"
"21137","638","0.31210634554740774","8.970034741310103E-4"
"16887","637","0.3000929153169832","8.955975125728113E-4"
"19983","628","0.2992284663673051","8.829438585490196E-4"
"18024","624","0.38908632775377944","8.773200123162232E-4"
"23063","620","0.3494915376395853","8.71696166083427E-4"
"26137","614","0.2904964459375061","8.632603967342325E-4"
"25708","611","0.3074047223124608","8.590425120596352E-4"
"11813","603","0.23071236988780874","8.477948195940426E-4"
"508","596","0.3020321574576422","8.379530886866492E-4"
"19269","594","0.335886290370836","8.351411655702509E-4"
"23948","593","0.31076577404491373","8.337352040120519E-4"
"10636","592","0.2239393834828806","8.323292424538528E-4"
"20486","590","0.3288396647209863","8.295173193374547E-4"
"28792","586","0.21697731360215994","8.238934731046583E-4"
"1684","582","0.27263507020698835","8.182696268718621E-4"
"21952","580","0.3494982919556527","8.15457703755464E-4"
"21304","568","0.27442967677775465","7.98586165057075E-4"
"12946","568","0.30285829551246696","7.98586165057075E-4"
"25588","565","0.22927981748980222","7.943682803824778E-4"
"19289","564","0.23233692748345453","7.929623188242787E-4"
"27792","559","0.28022916988072877","7.859325110332833E-4"
"23599","558","0.28377852185340935","7.845265494750843E-4"
"7625","552","0.21918746145824725","7.760907801258898E-4"
"28603","551","0.2931629965008849","7.746848185676907E-4"
"10449","550","0.31275718718735945","7.732788570094917E-4"
"8393","544","0.3283058470624758","7.648430876602972E-4"
"9600","543","0.3573965191302452","7.634371261020981E-4"
"27259","539","0.33048832566063635","7.578132798693019E-4"
