pos	freq_count	maf_mean	pop_freq
6697	1986	0.179452119	0.053392838
22942	1825	0.30054921	0.049064416
22786	1800	0.308785853	0.0483923
15939	1641	0.392664475	0.044117647
10204	1535	0.329623533	0.041267878
23018	1492	0.315060359	0.04011184
28681	1209	0.296804714	0.032503495
28312	1113	0.300043595	0.029922572
27889	1106	0.304223549	0.02973438
27915	980	0.31158802	0.026346919
17124	959	0.359354191	0.025782342
29360	935	0.267800589	0.025137112
15738	917	0.330424995	0.024653189
16935	894	0.3020058	0.024034842
22200	889	0.321617438	0.023900419
11750	886	0.307376113	0.023819766
17039	833	0.303578493	0.022394881
28297	827	0.302582693	0.022233574
12160	807	0.304882369	0.021695881
26270	782	0.434116146	0.021023766
16342	753	0.308703408	0.020244112
26858	737	0.306438663	0.019813958
27259	705	0.32811743	0.018953651
22664	702	0.256677444	0.018872997
4321	697	0.414793553	0.018738574
9866	629	0.4050303	0.01691042
1931	621	0.302503842	0.016695344
405	609	0.361706395	0.016372728
25416	609	0.285650527	0.016372728
27384	606	0.360263858	0.016292074
2954	606	0.317070137	0.016292074
27383	606	0.359723738	0.016292074
23055	605	0.221195385	0.01626519
26577	601	0.360805406	0.016157651
27382	592	0.360073083	0.01591569
11956	579	0.315099639	0.01556619
29386	562	0.298086264	0.015109152
19326	558	0.367623687	0.015001613
22109	546	0.334390421	0.014678998
26275	541	0.348116989	0.014544575
14257	529	0.31079302	0.014221959
28882	528	0.277997515	0.014195075
28883	524	0.275974647	0.014087536
26529	517	0.315928749	0.013899344
29510	509	0.232085082	0.013684267
11075	506	0.269444399	0.013603613
28881	506	0.270094675	0.013603613
22577	497	0.318511988	0.013361652
22599	494	0.255685355	0.013280998
28271	483	0.218638117	0.012985267
12789	482	0.289876892	0.012958383
28447	474	0.308664423	0.012743306
21765	457	0.304679382	0.012286267
5720	428	0.283053328	0.011506614
12730	425	0.306660943	0.01142596
21810	421	0.342304022	0.011318421
17859	415	0.353428333	0.011157114
25000	410	0.236053326	0.011022691
22813	399	0.230073884	0.01072696
9424	395	0.279443719	0.010619421
22000	382	0.345740577	0.010269921
9344	382	0.275750141	0.010269921
12422	375	0.393838085	0.010081729
10387	368	0.194617243	0.009893537
28311	362	0.198258267	0.009732229
24424	362	0.208095276	0.009732229
26709	362	0.277738045	0.009732229
24469	359	0.209056774	0.009651575
22775	332	0.190188277	0.008925691
22893	331	0.330379457	0.008898806
14408	326	0.299540179	0.008764383
21991	324	0.363881457	0.008710614
2790	318	0.324527103	0.008549306
23854	317	0.162681554	0.008522422
15714	312	0.274866789	0.008387999
23948	301	0.147443874	0.008092268
25584	300	0.268817922	0.008065383
18703	294	0.321431727	0.007904076
9534	285	0.289034368	0.007662114
26060	282	0.268985773	0.00758146
22317	277	0.32924868	0.007447037
21618	272	0.242353782	0.007312614
3877	269	0.387697106	0.00723196
23123	250	0.287022943	0.006721153
16878	247	0.289434674	0.006640499
10029	246	0.257380019	0.006613614
670	243	0.233857268	0.006532961
1678	241	0.383948037	0.006479191
27807	240	0.243248633	0.006452307
509	232	0.271684918	0.00623723
14856	230	0.315566091	0.006183461
44	229	0.335262318	0.006156576
15957	227	0.282247168	0.006102807
515	221	0.263607557	0.005941499
15451	213	0.33838262	0.005726422
22101	211	0.322581174	0.005672653
22896	209	0.311823009	0.005618884
12444	207	0.307692598	0.005565115
6536	205	0.298999663	0.005511345
10198	204	0.270510062	0.005484461
12880	198	0.298944092	0.005323153
22917	197	0.349590964	0.005296268
21998	195	0.265408615	0.005242499
23202	194	0.273758531	0.005215615
28253	185	0.28505045	0.004973653
4234	184	0.299278502	0.004946768
16887	182	0.293897478	0.004892999
22898	181	0.313578975	0.004866115
23280	181	0.286992165	0.004866115
29052	180	0.251100149	0.00483923
1820	177	0.280030421	0.004758576
3037	175	0.33203578	0.004704807
22895	175	0.308913844	0.004704807
23401	171	0.283074936	0.004597269
22190	170	0.285324328	0.004570384
20055	167	0.332900573	0.00448973
517	162	0.26813317	0.004355307
27507	155	0.29208484	0.004167115
26466	147	0.323534462	0.003952038
28915	146	0.453888109	0.003925153
28079	144	0.259773433	0.003871384
11083	141	0.272663581	0.00379073
22320	132	0.294315878	0.003548769
19955	130	0.339807022	0.003494999
18163	128	0.335356965	0.00344123
25553	127	0.301437256	0.003414346
22033	123	0.275122592	0.003306807
21575	121	0.284211962	0.003253038
22331	120	0.295314325	0.003226153
28657	120	0.262529832	0.003226153
26467	119	0.327041112	0.003199269
25921	117	0.223382792	0.0031455
18583	117	0.303068849	0.0031455
8733	115	0.300057667	0.00309173
234	115	0.345739279	0.00309173
24673	112	0.220569127	0.003011076
5425	112	0.197107693	0.003011076
1627	111	0.292736031	0.002984192
26469	107	0.291499261	0.002876653
5183	106	0.260512243	0.002849769
3796	105	0.300894388	0.002822884
3927	104	0.304351074	0.002796
6886	103	0.282032834	0.002769115
23031	101	0.317522475	0.002715346
23604	101	0.399117369	0.002715346
22016	100	0.269367351	0.002688461
13571	100	0.231614899	0.002688461
29188	97	0.200767048	0.002607807
10702	97	0.250624708	0.002607807
18024	95	0.453934262	0.002554038
27431	95	0.28422908	0.002554038
17856	94	0.356430984	0.002527153
20741	93	0.278941798	0.002500269
516	92	0.29159487	0.002473384
22578	89	0.270947265	0.00239273
21137	88	0.292010778	0.002365846
1814	85	0.229361897	0.002285192
10423	85	0.300656606	0.002285192
19524	85	0.27024463	0.002285192
28093	84	0.294889842	0.002258307
28945	82	0.271674539	0.002204538
4579	81	0.274570978	0.002177654
22001	81	0.289268326	0.002177654
3857	81	0.295561807	0.002177654
11082	80	0.230973735	0.002150769
23635	80	0.312972054	0.002150769
17410	80	0.362705869	0.002150769
29095	79	0.287890607	0.002123884
18395	79	0.305477434	0.002123884
28988	78	0.184750473	0.002097
10636	77	0.229879376	0.002070115
10644	75	0.213523125	0.002016346
23019	75	0.33578064	0.002016346
9693	75	0.286653577	0.002016346
28603	74	0.281839425	0.001989461
3936	74	0.213841444	0.001989461
29625	72	0.280118459	0.001935692
17152	72	0.229816416	0.001935692
23423	71	0.284466528	0.001908807
29706	70	0.248712059	0.001881923
4184	70	0.359023646	0.001881923
20486	70	0.329633379	0.001881923
21880	69	0.290291199	0.001855038
13725	69	0.225553811	0.001855038
12439	69	0.280489982	0.001855038
10302	69	0.243444962	0.001855038
28754	68	0.272945371	0.001828154
683	68	0.280865673	0.001828154
23525	68	0.373703132	0.001828154
14766	67	0.27703808	0.001801269
27945	67	0.271404752	0.001801269
4586	67	0.270109908	0.001801269
370	66	0.308023908	0.001774384
920	66	0.297764824	0.001774384
16741	66	0.279244957	0.001774384
3954	66	0.217695643	0.001774384
26110	65	0.277845858	0.0017475
28330	64	0.279365119	0.001720615
19984	64	0.260253609	0.001720615
7528	64	0.295807564	0.001720615
5817	63	0.25679558	0.001693731
23403	61	0.383895825	0.001639961
25810	61	0.28635444	0.001639961
22480	60	0.288899514	0.001613077
16616	60	0.294670239	0.001613077
5736	59	0.226765951	0.001586192
28677	59	0.283498209	0.001586192
9967	59	0.287632572	0.001586192
10323	59	0.2696014	0.001586192
21812	58	0.281647837	0.001559307
8835	58	0.467298096	0.001559307
24210	58	0.282030482	0.001559307
21987	58	0.384421291	0.001559307
12506	58	0.246454802	0.001559307
24730	57	0.295947161	0.001532423
22995	57	0.391406348	0.001532423
11620	57	0.283544172	0.001532423
25603	57	0.275924784	0.001532423
3938	57	0.220191053	0.001532423
9291	57	0.316297473	0.001532423
635	56	0.263547448	0.001505538
6902	56	0.20795179	0.001505538
12502	56	0.250045275	0.001505538
5622	56	0.266425408	0.001505538
25429	55	0.267038789	0.001478654
8001	55	0.291495727	0.001478654
4529	55	0.23781991	0.001478654
8729	55	0.457121636	0.001478654
9532	55	0.259674461	0.001478654
29358	54	0.270977002	0.001451769
4255	54	0.283619714	0.001451769
27513	54	0.29837017	0.001451769
24933	52	0.273355937	0.001398
28792	52	0.224939707	0.001398
17848	52	0.334683176	0.001398
1884	51	0.275946419	0.001371115
28615	51	0.291046845	0.001371115
29614	51	0.282529391	0.001371115
335	51	0.329044871	0.001371115
24400	51	0.242131232	0.001371115
28077	51	0.269093367	0.001371115
24368	51	0.249751231	0.001371115
2710	50	0.281080868	0.001344231
12310	50	0.312413837	0.001344231
3662	50	0.271392365	0.001344231
21718	50	0.270413277	0.001344231
28435	49	0.273063676	0.001317346
14573	49	0.213664706	0.001317346
24976	48	0.265865468	0.001290461
27792	48	0.267726031	0.001290461
10369	48	0.282702192	0.001290461
21691	48	0.259101809	0.001290461
27810	48	0.283138312	0.001290461
1912	48	0.284935787	0.001290461
593	48	0.254342702	0.001290461
28651	47	0.291443362	0.001263577
6033	47	0.278975288	0.001263577
1230	47	0.307678945	0.001263577
20039	46	0.30557953	0.001236692
10045	46	0.236848988	0.001236692
27476	46	0.272004882	0.001236692
481	46	0.178162154	0.001236692
27881	46	0.260087815	0.001236692
7633	45	0.371547634	0.001209808
26681	45	0.300076534	0.001209808
17676	45	0.303475047	0.001209808
18501	45	0.268461659	0.001209808
19983	45	0.271828523	0.001209808
16641	45	0.217037876	0.001209808
28777	45	0.21325834	0.001209808
20620	44	0.249086761	0.001182923
9249	44	0.251336562	0.001182923
22550	44	0.310762647	0.001182923
28550	44	0.278808669	0.001182923
21714	44	0.287261319	0.001182923
29173	43	0.252527292	0.001156038
514	43	0.258903851	0.001156038
884	43	0.240393277	0.001156038
28209	43	0.282146357	0.001156038
27741	43	0.304114212	0.001156038
10681	42	0.256554913	0.001129154
29733	42	0.367450052	0.001129154
28087	42	0.27337982	0.001129154
22295	42	0.308690818	0.001129154
2144	42	0.291724064	0.001129154
8655	42	0.318443523	0.001129154
12139	42	0.305450642	0.001129154
28531	42	0.247999123	0.001129154
25614	42	0.278460411	0.001129154
29773	42	0.277727359	0.001129154
337	41	0.374448525	0.001102269
25588	41	0.233483648	0.001102269
823	41	0.256778984	0.001102269
882	41	0.232917778	0.001102269
23664	41	0.2779073	0.001102269
13689	41	0.240977504	0.001102269
11072	41	0.197052321	0.001102269
28693	41	0.282402851	0.001102269
21855	41	0.293000135	0.001102269
20178	41	0.27096069	0.001102269
29541	41	0.290881534	0.001102269
11991	40	0.25836604	0.001075384
13728	40	0.220951333	0.001075384
6040	40	0.297608609	0.001075384
29284	40	0.306296158	0.001075384
7564	40	0.262515616	0.001075384
29421	40	0.240942771	0.001075384
2435	40	0.217014373	0.001075384
22945	40	0.438639828	0.001075384
15831	40	0.226508529	0.001075384
5526	40	0.290364716	0.001075384
5028	40	0.36037862	0.001075384
23277	39	0.291918126	0.0010485
28928	39	0.292779115	0.0010485
5812	39	0.297018072	0.0010485
17678	39	0.294753184	0.0010485
25798	39	0.249510528	0.0010485
2417	38	0.230161727	0.001021615
27210	38	0.290506064	0.001021615
9430	38	0.282074754	0.001021615
5221	37	0.270028082	9.95E-04
13721	37	0.229929076	9.95E-04
25521	37	0.304392231	9.95E-04
13043	37	0.235066113	9.95E-04
28045	37	0.270751005	9.95E-04
27389	37	0.285416882	9.95E-04
28057	37	0.306181947	9.95E-04
5182	36	0.271434088	9.68E-04
4795	36	0.311267262	9.68E-04
25658	36	0.29394766	9.68E-04
5512	36	0.26399665	9.68E-04
28960	36	0.265133269	9.68E-04
21811	36	0.288514199	9.68E-04
24655	36	0.230018766	9.68E-04
518	36	0.244966917	9.68E-04
2695	36	0.258275236	9.68E-04
28744	35	0.261632351	9.41E-04
22992	35	0.413059646	9.41E-04
14599	35	0.287196626	9.41E-04
2455	35	0.261649094	9.41E-04
715	35	0.410963781	9.41E-04
28674	35	0.291988638	9.41E-04
15240	35	0.284368284	9.41E-04
11828	35	0.308797041	9.41E-04
11860	35	0.248230939	9.41E-04
23558	35	0.282532751	9.41E-04
2711	34	0.196305292	9.14E-04
10332	34	0.276926156	9.14E-04
23191	34	0.292016357	9.14E-04
20405	34	0.276721033	9.14E-04
22674	34	0.366048605	9.14E-04
29296	34	0.276333586	9.14E-04
3346	34	0.246792926	9.14E-04
12970	34	0.258386395	9.14E-04
17550	34	0.263003233	9.14E-04
